epoch,train_accuracy,test_accuracy,train_loss,test_loss,learning_rate
0,10.128,10.01,4.55802047454834,2.303820006942749,0.1
1,10.12,10.0,2.3042304732513426,2.303519337463379,0.09997532801828658
2,10.074,10.0,2.304188182449341,2.3043258293151854,0.09990133642141358
3,10.076,10.0,2.3041203958129883,2.3037336013793945,0.099778098230154
4,9.844,9.99,2.304313054733276,2.303306114578247,0.0996057350657239
5,10.012,9.97,2.3040907405853273,2.30480856590271,0.09938441702975688
6,10.16,10.03,2.3040540032196044,2.303309070968628,0.09911436253643444
7,9.724,10.0,2.30421120552063,2.303551146697998,0.09879583809693737
8,9.982,10.02,2.304064022369385,2.303724013519287,0.09842915805643156
9,10.198,10.01,2.3038787941741945,2.3045593936920166,0.09801468428384716
10,11.496,21.39,2.290852252960205,2.1160920639038086,0.09755282581475769
11,23.43,32.56,2.1388744495391845,1.9266865375518798,0.09704403844771128
12,27.702,35.57,2.0766451385498046,1.7992917459487916,0.09648882429441258
13,32.044,42.81,2.0089941050338744,1.6565500183105468,0.09588773128419906
14,35.592,43.1,1.9563377850723267,1.6407876647949218,0.09524135262330098
15,38.836,55.04,1.8953450942230226,1.4055041526794434,0.0945503262094184
16,42.976,58.24,1.851929427909851,1.339048081588745,0.09381533400219319
17,46.938,63.66,1.793419408531189,1.2398216703414917,0.0930371013501972
18,50.75,54.74,1.7164691250228883,1.4529688727378844,0.09221639627510078
19,53.732,68.04,1.6764092296981812,1.111266520690918,0.09135402871372812
20,55.936,61.67,1.639369044342041,1.2425392757415772,0.09045084971874741
21,58.28,68.96,1.5958358835220336,1.078622235107422,0.08950775061878455
22,57.998,72.64,1.609638751487732,0.9977475463867187,0.0885256621387895
23,58.7,68.69,1.5852043323898315,1.0847027826309203,0.08750555348152302
24,60.534,74.43,1.5583769374084473,0.9833916913032532,0.08644843137107061
25,61.196,73.05,1.5372576859664917,0.9987387909889222,0.0853553390593274
26,62.158,70.26,1.52718618183136,1.0625923435211182,0.08422735529643446
27,62.534,72.84,1.5390488648605347,1.0024250228881837,0.08306559326618262
28,62.802,76.09,1.5096140476608277,0.9442842204093933,0.08187119948743452
29,63.246,75.57,1.5048962928771972,0.9517123905181885,0.08064535268264886
30,63.154,78.21,1.5016899621200561,0.8674209858894348,0.0793892626146237
31,65.386,78.53,1.4616380396652222,0.8958629421234131,0.07810416889260657
32,65.194,79.83,1.4699146940994263,0.8490360027313233,0.07679133974894986
33,64.99,77.77,1.4780312691116333,0.9037112465858459,0.0754520707875186
34,66.048,78.85,1.4563203433418275,0.8791192062377929,0.0740876837050858
35,67.024,78.58,1.4253107047653197,0.9379610701560974,0.07269952498697738
36,66.562,83.24,1.4466297505569459,0.7633162464141846,0.07128896457825366
37,66.61,81.15,1.4424296213531493,0.8486553007125854,0.06985739453173906
38,66.308,79.23,1.4414887644195558,0.8576844284057618,0.06840622763423394
39,68.3,81.33,1.4290996169662475,0.8095517101287841,0.06693689601226462
40,67.7,81.54,1.4253027994155885,0.8310697048187256,0.06545084971874741
41,67.856,81.89,1.4013861353683472,0.8128626999855042,0.06394955530196152
42,68.484,81.71,1.405073733253479,0.7807313879966736,0.062434494358242776
43,69.752,77.19,1.3791927782440185,0.9152660490036011,0.06090716206982718
44,69.166,83.71,1.3823908863830567,0.7585395030021668,0.05936906572928628
45,69.47,84.0,1.386392122001648,0.7394516861915589,0.05782172325201159
46,69.646,85.02,1.3642922031784057,0.7207203026771546,0.056266661678215264
47,70.186,83.99,1.3596159611129761,0.7712946345329285,0.05470541566592575
48,70.222,84.05,1.3558679039382935,0.804012188243866,0.053139525976465714
49,71.154,85.21,1.3431540861701965,0.7113505950927734,0.05157053795390645
50,69.564,86.75,1.37988852519989,0.6691783533096314,0.05000000000000004
51,71.92,86.14,1.338360022277832,0.7054866088867188,0.04842946204609362
52,72.108,86.35,1.3274379151916504,0.7013802715301514,0.04686047402353437
53,71.552,86.06,1.3360115329742432,0.7162005295753479,0.045294584334074316
54,72.526,86.38,1.334730675468445,0.688623125076294,0.043733338321784825
55,71.256,87.12,1.3238737238311769,0.6767821873664855,0.042178276747988484
56,73.53,86.39,1.2842243815612793,0.6739069919586181,0.0406309342707138
57,71.442,87.51,1.3254081173324586,0.7023728691101074,0.039092837930172916
58,72.808,87.0,1.3107885904312133,0.6833948363304139,0.037565505641757285
59,73.066,88.37,1.295856579322815,0.6522843125343323,0.03605044469803857
60,73.412,87.86,1.2741488627243043,0.6644687898635864,0.034549150281252675
61,72.234,88.95,1.3055767233467102,0.6110460235595703,0.03306310398773546
62,72.826,88.31,1.2905583064079285,0.703358289527893,0.031593772365766146
63,74.79,89.24,1.2586948014831543,0.6737028798103333,0.030142605468260992
64,73.886,89.88,1.2859427813720703,0.622433231830597,0.028711035421746394
65,73.85,88.29,1.2809698188018799,0.6688066714286804,0.027300475013022688
66,74.728,88.7,1.245538624420166,0.6722632117271423,0.025912316294914254
67,74.736,90.53,1.241415351448059,0.6107167485237122,0.02454792921248146
68,74.86,89.83,1.238614536857605,0.6529792719841003,0.02320866025105018
69,75.604,89.71,1.24310425075531,0.6123113733291626,0.021895831107393487
70,76.286,90.32,1.2142371137809753,0.5803270506858825,0.02061073738537637
71,75.552,90.83,1.2155333164215087,0.6006341970443726,0.01935464731735119
72,77.502,90.02,1.1895142150497438,0.6060690632820129,0.018128800512565532
73,76.798,90.03,1.2102675607681275,0.6581979027748108,0.016934406733817433
74,76.362,91.78,1.2173261268424989,0.555149781703949,0.01577264470356558
75,76.096,91.28,1.2242068922424316,0.6002496515274048,0.014644660940672643
76,76.81,91.65,1.21127623878479,0.5914251244544982,0.013551568628929448
77,77.602,92.47,1.1754249740982057,0.5505468434333801,0.012494446518477033
78,78.248,92.04,1.1756788110351561,0.6143133163452148,0.011474337861210555
79,78.48,92.7,1.1765853680992127,0.5259902980804443,0.01049224938121549
80,78.616,92.65,1.1479871951675416,0.5350105726242066,0.009549150281252642
81,79.064,93.14,1.1496048481941223,0.5428089980125427,0.008645971286271922
82,79.586,93.15,1.1440256909561157,0.5829637594223023,0.007783603724899264
83,78.628,92.87,1.153870508995056,0.5562613687515259,0.006962898649802819
84,79.758,93.61,1.1352708912467957,0.5454230592727661,0.0061846659978068265
85,78.212,93.5,1.168713844680786,0.5292389290809631,0.005449673790581615
86,79.436,93.8,1.138532408733368,0.5397289768218995,0.004758647376699036
87,80.778,94.11,1.1034951713943482,0.49485165162086486,0.004112268715800957
88,80.636,94.48,1.1137628296279907,0.5001471895694732,0.003511175705587435
89,81.26,94.38,1.1034096539306641,0.5319059062004089,0.0029559615522887295
90,81.89,94.13,1.0836655286026,0.5028881577491761,0.0024471741852423253
91,83.032,94.56,1.069276928691864,0.509694837474823,0.0019853157161528537
92,81.452,94.54,1.0864209692764282,0.5499418334007263,0.0015708419435684529
93,81.248,94.71,1.094092653388977,0.4731972435951233,0.0012041619030626347
94,81.17,94.78,1.0849889608001708,0.5033415271759033,0.0008856374635655646
95,82.884,94.82,1.065439098854065,0.48632604722976686,0.0006155829702431174
96,81.196,94.98,1.0855582387924194,0.5368647812843322,0.00039426493427611206
97,81.884,94.94,1.0511130229949952,0.5196375461578369,0.00022190176984600036
98,82.99,94.98,1.0691926690673828,0.5054767101287841,9.866357858642213e-05
99,82.82,95.03,1.0560585205459594,0.49037096672058106,2.4671981713420017e-05
100,79.57,94.93,1.0930083969497681,0.5124445538520813,0.0
